ID,CONTEXT,SHAPE_OBJECT,SHAPE_DETAILS,WARE,PRODUCTION_PLACE,CONSERVATION,CHRONOLOGY,Context_Survey_Homogenized
8466,T12-207-3-3,Undetermined,wall,plain,Local,Poor,Undetermined,T12-207-3
8467,T12-207-3-3,Closed shape,wall,plain,Import,Poor,Undetermined,T12-207-3
8468,T12-207-3-3,Undetermined,wall,coarse,Local,Medium,Undetermined,T12-207-3
8469,T12-207-3-3,Closed shape,wall,coarse,Import,Medium,Undetermined,T12-207-3
8470,T12-207-3-3,Closed shape,wall,plain,Local,Poor,Undetermined,T12-207-3
8471,T12-207-3-3,Undetermined,wall,plain,Local,Poor,Undetermined,T12-207-3
8472,T12-207-3-3,Open shape,wall,plain,Import,Poor,Undetermined,T12-207-3
8473,T12-207-3-3,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-207-3
8474,T12-207-3-3,Pithos,wall,plain,Import,Medium,Undetermined,T12-207-3
8475,T12-207-3-1,Cooking pot,rim,cooking,Import,Medium,Undetermined,T12-207-3
8476,T12-207-3-1,Cup,rim,red glazed,Local,Medium,Geometric/Archaic,T12-207-3
8477,T12-207-3-1,Amphora,base,black glaze,Local,Medium,Archaic/Classical,T12-207-3
8478,T12-207-3-1,Closed shape,rim,black glaze,Corinthian,Medium,Archaic,T12-207-3
8479,T12-207-3-1,Closed shape,handle root,painted,Import,Poor,Late Bronze Age,T12-207-3
8480,T12-207-3-1,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-207-3
8481,T12-207-3-1,Tile,edge,plain,Local,Medium,Undetermined,T12-207-3
8482,T12-207-3-1,Undetermined,wall,plain,Local,Poor,Undetermined,T12-207-3
8483,T12-207-3-1,Open shape,wall,plain,Local,Poor,Undetermined,T12-207-3
8484,T12-207-3-1,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-207-3
8485,T12-207-3-1,Open shape,wall,plain,Import,Poor,Undetermined,T12-207-3
8486,T12-207-3-1,Closed shape,wall,plain,Import,Poor,Undetermined,T12-207-3
8487,T12-207-3-1,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-207-3
8488,T12-207-3-1,Closed shape,wall,plain,Local,Poor,Undetermined,T12-207-3
8489,T12-207-3-1,Closed shape,wall,plain,Import,Poor,Undetermined,T12-207-3
8490,T12-207-3-1,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-207-3
8491,T12-207-3-4,Amphora,wall,plain,Local,Poor,Undetermined,T12-207-3
8492,T12-207-3-4,Cooking pot,handle,cooking,Import,Medium,Undetermined,T12-207-3
8493,T12-207-3-4,Undetermined,rim,cooking,Import,Poor,Undetermined,T12-207-3
8494,T12-207-3-4,Undetermined,base,cooking,Import,Poor,Undetermined,T12-207-3
8495,T12-207-3-4,Undetermined,rim,cooking,Import,Poor,Undetermined,T12-207-3
8496,T12-207-3-4,Jug,handle,plain,Corinthian,Medium,Undetermined,T12-207-3
8497,T12-207-3-4,Open shape,rim,black glaze,Local,Poor,Archaic/Classical,T12-207-3
8498,T12-207-3-4,Closed shape,wall,brown glaze,Import,Medium,Archaic/Classical,T12-207-3
8499,T12-207-3-4,Open shape,wall,black glaze,Local,Poor,Archaic,T12-207-3
8500,T12-207-3-4,Tile,edge,plain,Local,Medium,Undetermined,T12-207-3
8501,T12-207-3-4,Tile,wall,plain,Import,Medium,Undetermined,T12-207-3
8502,T12-207-3-4,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-207-3
8503,T12-207-3-4,Closed shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-207-3
8504,T12-207-3-4,Closed shape,wall,black figure,Corinthian,Poor,Archaic/Classical,T12-207-3
8505,T12-207-3-4,Kotyle,wall,black figure,Local,Poor,Archaic/Classical,T12-207-3
8506,T12-207-3-4,Undetermined,wall,red glazed,Local,Poor,Archaic/Classical,T12-207-3
8507,T12-207-3-4,Undetermined,wall,black glaze,Local,Poor,Archaic/Classical,T12-207-3
8508,T12-207-3-4,Undetermined,wall,plain,Local,Poor,Undetermined,T12-207-3
8509,T12-207-3-4,Undetermined,wall,plain,Import,Poor,Undetermined,T12-207-3
8510,T12-207-3-4,Undetermined,wall,coarse,Local,Medium,Undetermined,T12-207-3
8511,T12-207-3-4,Undetermined,wall,plain,Local,Poor,Undetermined,T12-207-3
8512,T12-207-3-4,Undetermined,wall,plain,Corinthian,Poor,Undetermined,T12-207-3
8513,T12-207-3-4,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-207-3
8277,T12-207-4-1,Pithos,base,coarse,Local,Poor,Archaic/Hellenistic,T12-207-4
8278,T12-207-4-1,Closed shape,base,coarse,Local,Poor,Middle Bronze Age/Late Bronze Age,T12-207-4
8279,T12-207-4-1,Closed shape,base,Undetermined,Local,Poor,Middle Bronze Age,T12-207-4
8280,T12-207-4-1,Open shape,wall,black glaze,Attic,Medium,Archaic/Hellenistic,T12-207-4
8281,T12-207-4-1,Lid,edge,black glaze,Attic,Medium,Archaic/Hellenistic,T12-207-4
8282,T12-207-4-1,Open shape,wall,glazed,Local,Medium,Late Bronze Age,T12-207-4
8283,T12-207-4-1,Skyphos,base,black glaze,Undetermined,Medium,Geometric/Archaic,T12-207-4
8284,T12-207-4-1,Undetermined,wall,red glazed,Attic,Poor,Archaic/Hellenistic,T12-207-4
8285,T12-207-4-1,Open shape,wall,glazed,Local,Medium,Late Bronze Age,T12-207-4
8286,T12-207-4-1,Undetermined,handle,plain,Undetermined,Poor,Archaic/Hellenistic,T12-207-4
8287,T12-207-4-1,Juglet,rim,plain,Corinthian,Medium,Archaic/Hellenistic,T12-207-4
8288,T12-207-4-1,Open shape,rim,Undetermined,Local,Medium,Late Bronze Age,T12-207-4
8289,T12-207-4-1,Closed shape,neck,black glaze,Local,Good,Geometric/Archaic,T12-207-4
8290,T12-207-4-1,Undetermined,wall,plain,Local,Good,Classical,T12-207-4
8291,T12-207-4-1,Open shape,base,plain,Local,Medium,Archaic/Hellenistic,T12-207-4
8292,T12-207-4-1,Closed shape,rim,plain,Undetermined,Medium,Archaic/Hellenistic,T12-207-4
8293,T12-207-4-1,Aryballos,rim,painted,Corinthian,Medium,Geometric/Archaic,T12-207-4
8294,T12-207-4-1,Closed shape,wall,brown glaze,Attic,Good,Archaic/Hellenistic,T12-207-4
8295,T12-207-4-1,Lekane,rim,red glazed,Attic,Medium,Archaic/Hellenistic,T12-207-4
8296,T12-207-4-1,Jar,rim,brown slipped,Local,Medium,Middle Bronze Age/Late Bronze Age,T12-207-4
8297,T12-207-4-1,Closed shape,wall,burnished,Undetermined,Good,Middle Bronze Age/Late Bronze Age,T12-207-4
8298,T12-207-4-1,Basin,handle,plain,Undetermined,Medium,Undetermined,T12-207-4
8299,T12-207-4-1,Open shape,wall,slipped,Local,Medium,Prehistoric,T12-207-4
8300,T12-207-4-1,Undetermined,base,slipped,Attic,Medium,Archaic/Hellenistic,T12-207-4
8301,T12-207-4-1,Open shape,rim,slipped,Undetermined,Medium,Middle Bronze Age/Late Bronze Age,T12-207-4
8302,T12-207-4-1,Closed shape,wall,incised,Undetermined,Medium,Archaic,T12-207-4
8303,T12-207-4-1,Amphora,rim,plain,Attic,Poor,Classical,T12-207-4
8304,T12-207-4-1,Bowl,rim,burnished,Local,Good,Middle Bronze Age/Late Bronze Age,T12-207-4
8350,T12-207-4-4,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-207-4
8351,T12-207-4-4,Undetermined,wall,cooking,Import,Poor,Classical,T12-207-4
8352,T12-207-4-4,Pithos,wall,coarse,Local,Poor,Bronze Age,T12-207-4
8353,T12-207-4-4,Undetermined,wall,cooking,Import,Poor,Archaic/Hellenistic,T12-207-4
8354,T12-207-4-4,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-207-4
8355,T12-207-4-4,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-207-4
8356,T12-207-4-4,Closed shape,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-207-4
8357,T12-207-4-4,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-207-4
8358,T12-207-4-4,Closed shape,wall,plain,Import,Medium,Archaic/Hellenistic,T12-207-4
8359,T12-207-4-4,Closed shape,wall,painted,Corinthian,Poor,Archaic,T12-207-4
8360,T12-207-4-4,Kotyle,wall,painted,Corinthian,Medium,Archaic,T12-207-4
8361,T12-207-4-4,Drinking vessel,wall,black glaze,Attic,Poor,Archaic,T12-207-4
8362,T12-207-4-4,Closed shape,wall,black glaze,Attic,Poor,Archaic,T12-207-4
8363,T12-207-4-4,Kotyle,wall,painted,Attic,Poor,Archaic,T12-207-4
8364,T12-207-4-4,Closed shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-207-4
8365,T12-207-4-4,Closed shape,wall,red glazed,Attic,Poor,Archaic/Hellenistic,T12-207-4
8366,T12-207-4-4,Open shape,wall,black glaze,Attic,Poor,Archaic,T12-207-4
8367,T12-207-4-4,Closed shape,wall,painted,Local,Medium,Late Bronze Age,T12-207-4
8368,T12-207-4-4,Kylix,rim,painted,Local,Medium,Late Bronze Age,T12-207-4
8369,T12-207-4-4,Amphora,wall,plain,Import,Medium,Archaic/Hellenistic,T12-207-4
8370,T12-207-4-4,Open shape,wall,plain,Local,Poor,Late Bronze Age,T12-207-4
8371,T12-207-4-4,Kotyle,base,painted,Corinthian,Poor,Archaic,T12-207-4
8372,T12-207-4-4,Jug,shoulder,coarse,Import,Medium,Bronze Age,T12-207-4
8373,T12-207-4-4,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-207-4
8374,T12-207-4-4,Jug,neck,painted,Corinthian,Poor,Archaic,T12-207-4
8375,T12-207-4-4,Cooking pot,rim,cooking,Import,Poor,Classical,T12-207-4
8376,T12-207-4-4,Juglet,handle,painted,Corinthian,Medium,Archaic,T12-207-4
8377,T12-207-4-4,Jug,rim,cooking,Import,Medium,Classical,T12-207-4
8378,T12-207-4-4,Juglet,handle,plain,Corinthian,Medium,Archaic,T12-207-4
8379,T12-207-4-4,Jug,handle,black glaze,Local,Medium,Archaic/Hellenistic,T12-207-4
8380,T12-207-4-4,Kylix,handle,black glaze,Attic,Medium,Classical,T12-207-4
8381,T12-207-4-4,Skyphos,base,black glaze,Attic,Medium,Archaic,T12-207-4
8382,T12-207-4-4,Jug,handle,cooking,Import,Medium,Classical,T12-207-4
8383,T12-207-4-4,Skyphos,handle,black glaze,Local,Poor,Archaic,T12-207-4
8384,T12-207-4-4,Skyphos,base,black glaze,Attic,Medium,Archaic,T12-207-4
8385,T12-207-4-4,Closed shape,rim,coarse,Local,Medium,Bronze Age,T12-207-4
8386,T12-207-4-4,Closed shape,wall,painted,Local,Medium,Archaic,T12-207-4
8387,T12-207-4-4,Closed shape,handle,cooking,Import,Medium,Archaic/Hellenistic,T12-207-4
8388,T12-207-4-4,Plate,base,red slipped,Local,Medium,Classical,T12-207-4
8389,T12-207-4-4,Kotyle,wall,painted,Corinthian,Poor,Archaic,T12-207-4
8390,T12-207-4-4,Oinochoe,handle,cooking,Import,Poor,Archaic/Hellenistic,T12-207-4
8391,T12-207-4-4,Closed shape,handle,coarse,Local,Medium,Middle Bronze Age,T12-207-4
8539,T12-207-4-3,Cooking pot,handle root,cooking,Import,Poor,Undetermined,T12-207-4
8540,T12-207-4-3,Closed shape,base,cooking,Import,Medium,Undetermined,T12-207-4
8541,T12-207-4-3,Open shape,rim,plain,Local,Medium,Undetermined,T12-207-4
8542,T12-207-4-3,Basin,rim,plain,Local,Medium,Undetermined,T12-207-4
8543,T12-207-4-3,Basin,rim,coarse,Local,Medium,Undetermined,T12-207-4
8544,T12-207-4-3,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-207-4
8545,T12-207-4-3,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-207-4
8546,T12-207-4-3,Undetermined,wall,plain,Local,Poor,Undetermined,T12-207-4
8547,T12-207-4-3,Closed shape,wall,plain,Import,Poor,Undetermined,T12-207-4
8548,T12-207-4-3,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-207-4
8549,T12-207-4-3,Amphora,wall,plain,Local,Poor,Undetermined,T12-207-4
8575,T12-207-4-1,Undetermined,wall,coarse,Undetermined,Poor,Undetermined,T12-207-4
8576,T12-207-4-1,Undetermined,wall,Undetermined,Local,Poor,Undetermined,T12-207-4
8577,T12-207-4-1,Closed shape,wall,burnished,Local,Medium,Middle Bronze Age,T12-207-4
8578,T12-207-4-1,Closed shape,wall,slipped,Local,Medium,Middle Bronze Age,T12-207-4
8579,T12-207-4-1,Closed shape,wall,burnished,Local,Medium,Middle Bronze Age/Late Bronze Age,T12-207-4
8580,T12-207-4-1,Closed shape,wall,burnished,Local,Good,Middle Bronze Age/Late Bronze Age,T12-207-4
8581,T12-207-4-1,Open shape,wall,burnished,Undetermined,Medium,Middle Bronze Age/Late Bronze Age,T12-207-4
8582,T12-207-4-1,Amphora,wall,plain,Import,Medium,Undetermined,T12-207-4
8583,T12-207-4-1,Undetermined,wall,plain,Corinthian,Medium,Undetermined,T12-207-4
8584,T12-207-4-1,Tile,wall,Undetermined,Local,Medium,Undetermined,T12-207-4
8585,T12-207-4-1,Amphora,wall,plain,Local,Medium,Undetermined,T12-207-4
8586,T12-207-4-1,Amphora,wall,plain,Local,Medium,Roman,T12-207-4
8587,T12-207-4-1,Undetermined,wall,plain,Local,Medium,Undetermined,T12-207-4
8588,T12-207-4-1,Undetermined,wall,plain,Import,Medium,Undetermined,T12-207-4
8589,T12-207-4-1,Open shape,wall,red glazed,Import,Medium,Archaic/Hellenistic,T12-207-4
8590,T12-207-4-1,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-207-4
8591,T12-207-4-1,Closed shape,wall,red glazed,Local,Medium,Archaic/Hellenistic,T12-207-4
8781,T12-207-4-2,Pithos,wall,coarse,Local,Poor,Bronze Age,T12-207-4
8782,T12-207-4-2,Undetermined,wall,burnished,Import,Poor,Archaic/Hellenistic,T12-207-4
8783,T12-207-4-2,Undetermined,wall,cooking,Import,Poor,Archaic/Hellenistic,T12-207-4
8784,T12-207-4-2,Undetermined,wall,cooking,Import,Poor,Classical,T12-207-4
8785,T12-207-4-2,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-207-4
8786,T12-207-4-2,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-207-4
8787,T12-207-4-2,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-207-4
8788,T12-207-4-2,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-207-4
8789,T12-207-4-2,Closed shape,wall,plain,Import,Medium,Archaic/Hellenistic,T12-207-4
8790,T12-207-4-2,Closed shape,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-207-4
8791,T12-207-4-2,Closed shape,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-207-4
8792,T12-207-4-2,Closed shape,wall,painted,Corinthian,Poor,Archaic/Hellenistic,T12-207-4
8793,T12-207-4-2,Open shape,wall,red glazed,Attic,Poor,Archaic/Hellenistic,T12-207-4
8794,T12-207-4-2,Kotyle,wall,black glaze,Local,Poor,Archaic,T12-207-4
8795,T12-207-4-2,Closed shape,wall,black glaze,Attic,Medium,Classical,T12-207-4
8796,T12-207-4-2,Closed shape,rim,cooking,Import,Poor,Classical,T12-207-4
8797,T12-207-4-2,Cooking pot,rim,cooking,Import,Poor,Classical,T12-207-4
8798,T12-207-4-2,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-207-4
8799,T12-207-4-2,Jug,handle,plain,Local,Medium,Archaic,T12-207-4
8800,T12-207-4-2,Jug,carination,plain,Local,Poor,Archaic,T12-207-4
8801,T12-207-4-2,Closed shape,base,handmade,Local,Medium,Late Geometric,T12-207-4
8802,T12-207-4-2,Cooking pot,rim,burnished,Local,Medium,Middle Bronze Age,T12-207-4
8803,T12-207-4-2,Cooking pot,rim,plain,Local,Medium,Middle Bronze Age,T12-207-4
8804,T12-207-4-2,Closed shape,rim,burnished,Local,Medium,Archaic/Hellenistic,T12-207-4
8805,T12-207-4-2,Cooking pot,base,cooking,Import,Poor,Classical,T12-207-4
8806,T12-207-4-2,Juglet,handle,plain,Corinthian,Poor,Archaic/Hellenistic,T12-207-4
8807,T12-207-4-2,Cooking pot,base,cooking,Import,Poor,Classical,T12-207-4
8808,T12-207-4-2,Chytra,rim,burnished,Local,Medium,Archaic/Hellenistic,T12-207-4
8809,T12-207-4-2,Closed shape,wall,coarse,Local,Medium,Bronze Age,T12-207-4
8810,T12-207-4-2,Closed shape,wall,coarse,Local,Medium,Bronze Age,T12-207-4
8811,T12-207-4-2,Closed shape,wall,cooking,Import,Poor,Archaic/Hellenistic,T12-207-4
8812,T12-207-4-2,Krater,wall,painted,Corinthian,Medium,Archaic,T12-207-4
8813,T12-207-4-2,Terracotta,profile,plain,Attic,Medium,Archaic,T12-207-4
9518,T12-207-4-1,Shell,Undetermined,Undetermined,Undetermined,Medium,Undetermined,T12-207-4
9519,T12-207-4-1,Flake,wall,Undetermined,Import,Medium,Prehistoric,T12-207-4
9541,T12-207-4-2,Shell,profile,Undetermined,Undetermined,Medium,Undetermined,T12-207-4
10669,T12-207-4-4,Shell,Undetermined,Undetermined,Undetermined,Poor,Undetermined,T12-207-4
9396,T12-208-1-1,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-208-1
9397,T12-208-1-1,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-208-1
9398,T12-208-1-1,Undetermined,wall,cooking,Import,Poor,Classical,T12-208-1
9399,T12-208-1-1,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-208-1
9400,T12-208-1-1,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-208-1
9401,T12-208-1-1,Basin,wall,smoothed,Local,Poor,Archaic/Hellenistic,T12-208-1
9402,T12-208-1-1,Tile,wall,plain,Local,Poor,Classical,T12-208-1
9403,T12-208-1-1,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-208-1
9404,T12-208-1-1,Closed shape,wall,black glaze,Attic,Poor,Archaic/Classical,T12-208-1
9405,T12-208-1-1,Table amphora,rim,black glaze,Corinthian,Medium,Archaic,T12-208-1
9406,T12-208-1-1,Cooking pot,handle,cooking,Import,Medium,Classical,T12-208-1
9407,T12-208-1-1,Closed shape,base,cooking,Import,Poor,Classical,T12-208-1
9408,T12-208-1-1,Jug,base,plain,Local,Poor,Archaic/Hellenistic,T12-208-1
9700,T12-208-1-4,Pithos,Rim,coarse,Local,Medium,Archaic/Hellenistic,T12-208-1
9701,T12-208-1-4,Undetermined,Rim,coarse,Local,Poor,Middle Bronze Age/Late Bronze Age,T12-208-1
9702,T12-208-1-4,Undetermined,handle root,coarse,Local,Poor,Final Neolithic/Early Bronze Age,T12-208-1
9703,T12-208-1-4,Undetermined,wall,coarse,Import,Poor,Undetermined,T12-208-1
9704,T12-208-1-4,Cooking pot,handle,coarse,Local,Medium,Archaic/Hellenistic,T12-208-1
9705,T12-208-1-4,Juglet,rim,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9706,T12-208-1-4,Bowl,rim,burnished,Local,Medium,Final Neolithic/Early Bronze Age,T12-208-1
9707,T12-208-1-4,Jug,handle,plain,Import,Medium,Archaic/Hellenistic,T12-208-1
9708,T12-208-1-4,Jug,handle,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9709,T12-208-1-4,Jug,handle,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9710,T12-208-1-4,Undetermined,wall,incised,Attic,Poor,Archaic/Hellenistic,T12-208-1
9711,T12-208-1-4,Skyphos,handle,painted,Attic,Good,Geometric/Archaic,T12-208-1
9712,T12-208-1-4,Closed shape,wall,painted,Attic,Medium,Geometric/Archaic,T12-208-1
9713,T12-208-1-4,Cup,rim,black glaze,Attic,Medium,Archaic/Hellenistic,T12-208-1
9714,T12-208-1-4,Cup,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-208-1
9715,T12-208-1-4,Lamp,spout,black glaze,Attic,Medium,Archaic/Hellenistic,T12-208-1
9716,T12-208-1-4,Cup,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-208-1
9717,T12-208-1-4,Undetermined,handle,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9718,T12-208-1-4,Amphora,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-208-1
9719,T12-208-1-4,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-208-1
9720,T12-208-1-4,Undetermined,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-208-1
9721,T12-208-1-4,Undetermined,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-208-1
9722,T12-208-1-4,Undetermined,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-208-1
9723,T12-208-1-4,Tile,wall,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9724,T12-208-1-4,Tile,wall,brown glaze,Attic,Medium,Archaic/Hellenistic,T12-208-1
9725,T12-208-1-4,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-208-1
9726,T12-208-1-4,Undetermined,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-208-1
9727,T12-208-1-4,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-208-1
9762,T12-208-1-3,Jar,base,Undetermined,Local,Medium,Early Bronze Age,T12-208-1
9763,T12-208-1-3,Cooking pot,handle,cooking,Local,Medium,Archaic/Hellenistic,T12-208-1
9764,T12-208-1-3,Juglet,rim,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9765,T12-208-1-3,Skyphos,foot,plain,Attic,Medium,Classical,T12-208-1
9766,T12-208-1-3,Cooking pot,handle,cooking,Local,Medium,Archaic/Hellenistic,T12-208-1
9767,T12-208-1-3,Closed shape,neck,cooking,Local,Poor,Archaic/Hellenistic,T12-208-1
9768,T12-208-1-3,Cup,base,black glaze,Corinthian,Medium,Archaic/Hellenistic,T12-208-1
9769,T12-208-1-3,Cup,handle,plain,Corinthian,Medium,Archaic/Hellenistic,T12-208-1
9770,T12-208-1-3,Juglet,handle,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9771,T12-208-1-3,Bowl,rim,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9772,T12-208-1-3,Juglet,neck,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9773,T12-208-1-3,Undetermined,wall,plain,Attic,Medium,Roman,T12-208-1
9774,T12-208-1-3,Pithos,wall,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9775,T12-208-1-3,Undetermined,wall,plain,Corinthian,Medium,Archaic/Hellenistic,T12-208-1
9776,T12-208-1-3,Closed shape,wall,black glaze,Attic,Medium,Archaic/Hellenistic,T12-208-1
9777,T12-208-1-3,Undetermined,wall,black glaze,Attic,Medium,Archaic/Hellenistic,T12-208-1
9778,T12-208-1-3,Undetermined,wall,plain,Attic,Medium,Archaic/Hellenistic,T12-208-1
9779,T12-208-1-3,Undetermined,wall,coarse,Local,Medium,Undetermined,T12-208-1
11394,T12-208-1-2,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-208-1
11395,T12-208-1-2,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-208-1
11396,T12-208-1-2,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-208-1
11397,T12-208-1-2,Closed shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-208-1
11398,T12-208-1-2,Open shape,wall,red glazed,Local,Poor,Archaic/Hellenistic,T12-208-1
11399,T12-208-1-2,Closed shape,wall,black glaze,Local,Poor,Archaic,T12-208-1
11400,T12-208-1-2,Undetermined,wall,cooking,Local,Poor,Early Bronze Age,T12-208-1
11401,T12-208-1-2,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-208-1
11402,T12-208-1-2,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-208-1
11403,T12-208-1-2,Skyphos,rim,painted,Local,Poor,Middle Geometric/Late Geometric,T12-208-1
11404,T12-208-1-2,Amphora,wall,painted,Local,Medium,Late Proto-Geometric/ Geometric,T12-208-1
11405,T12-208-1-2,Undetermined,handle,plain,Local,Poor,Archaic/Hellenistic,T12-208-1
11406,T12-208-1-2,Table amphora,base,plain,Corinthian,Poor,Archaic/Hellenistic,T12-208-1
11407,T12-208-1-2,Undetermined,handle,cooking,Local,Poor,Prehistoric,T12-208-1
11408,T12-208-1-2,Pithos,base,coarse,Local,Medium,Prehistoric,T12-208-1
11409,T12-208-1-2,Terracotta,Undetermined,plain,Local,Poor,Archaic/Hellenistic,T12-208-1
11410,T12-208-1-2,Pithos,wall,coarse,Local,Medium,Middle Bronze Age,T12-208-1
11411,T12-208-1-2,Cup,rim,plain,Local,Poor,Archaic/Hellenistic,T12-208-1
11412,T12-208-1-2,Undetermined,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-208-1
9271,T12-208-2-3,Closed shape,base,cooking,Import,Poor,Undetermined,T12-208-2
9272,T12-208-2-3,Undetermined,rim,cooking,Import,Poor,Undetermined,T12-208-2
9273,T12-208-2-3,Undetermined,handle root,plain,Import,Poor,Undetermined,T12-208-2
9274,T12-208-2-3,Undetermined,handle root,plain,Corinthian,Poor,Undetermined,T12-208-2
9275,T12-208-2-3,Cup,rim,plain,Local,Poor,Undetermined,T12-208-2
9276,T12-208-2-3,Pithos,shoulder,coarse,Local,Medium,Archaic,T12-208-2
9277,T12-208-2-3,Open shape,base,black glaze,Local,Medium,Archaic,T12-208-2
9278,T12-208-2-3,Stand,carination,painted,Attic,Medium,Late Geometric,T12-208-2
9279,T12-208-2-3,Undetermined,base,cooking,Local,Poor,Archaic,T12-208-2
9280,T12-208-2-3,Closed shape,neck,painted,Attic,Poor,Archaic,T12-208-2
9281,T12-208-2-3,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-208-2
9282,T12-208-2-3,Open shape,wall,black glaze,Local,Poor,Archaic,T12-208-2
9283,T12-208-2-3,Open shape,wall,black glaze,Local,Poor,Classical,T12-208-2
9284,T12-208-2-3,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-208-2
9285,T12-208-2-3,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-208-2
9286,T12-208-2-3,Closed shape,wall,brown glaze,Local,Poor,Archaic/Classical,T12-208-2
9287,T12-208-2-3,Closed shape,wall,painted,Local,Poor,Geometric/Archaic,T12-208-2
9288,T12-208-2-3,Undetermined,wall,plain,Local,Poor,Undetermined,T12-208-2
9289,T12-208-2-3,Undetermined,wall,plain,Corinthian,Poor,Undetermined,T12-208-2
9290,T12-208-2-3,Undetermined,wall,plain,Import,Poor,Undetermined,T12-208-2
9291,T12-208-2-3,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-208-2
9292,T12-208-2-3,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-208-2
9293,T12-208-2-3,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-208-2
9294,T12-208-2-3,Amphora,wall,plain,Import,Poor,Undetermined,T12-208-2
9520,T12-208-2-4,Bead,profile,Undetermined,Import,Medium,Late Bronze Age,T12-208-2
9625,T12-208-2-4,Amphora,wall,plain,Import,Poor,Undetermined,T12-208-2
9626,T12-208-2-4,Amphora,wall,plain,Local,Poor,Undetermined,T12-208-2
9627,T12-208-2-4,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-208-2
9628,T12-208-2-4,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-208-2
9629,T12-208-2-4,Undetermined,wall,plain,Local,Poor,Undetermined,T12-208-2
9630,T12-208-2-4,Undetermined,wall,plain,Import,Poor,Undetermined,T12-208-2
